address,settlement_date,price,area,zone
13 BARKER ST CAMBRIDGE PARK 2747,20260112,1262000,923.2,R2
5 AINSLEE CT CRANEBROOK 2749,20260113,1235000,574.7,R2
44 DOROTHY CRES COLYTON 2760,20260114,1230000,600.7,R2
16 GLENCOE AVE WERRINGTON COUNTY 2747,20260115,800000,573.5,R2
14 GLORIA PL SOUTH PENRITH 2750,20260112,1175000,638.1,R2
24 BATT ST SOUTH PENRITH 2750,20260112,1280000,645.0,R2
46 BRADDON ST OXLEY PARK 2760,20260115,1357000,786.6,R3
3 BREDON PL JAMISONTOWN 2750,20260115,1225000,688.6,R2
8 CARPENTER ST COLYTON 2760,20260113,1290000,739.8,R2
62 GRANGE CRES CAMBRIDGE GARDENS 2747,20260114,967000,833.9,R2
23 GRASSMERE AVE SOUTH PENRITH 2750,20260112,1278000,650.47,R2
52 BEN NEVIS RD CRANEBROOK 2749,20260114,1025000,604.5,R2
7 ETNA CL CRANEBROOK 2749,20260113,1225000,639.6,R2
5 BURSARIA CRES GLENMORE PARK 2745,20260112,1260000,562.2,R2
27 COREEN AVE PENRITH 2750,20260115,2721000,651.3,R2
2 NAOI PL GLENMORE PARK 2745,20260112,1520000,798.1,R2
18 WARRAGAMBA CRES JAMISONTOWN 2750,20260115,1021000,325.9,R2
27 GUNARA TCE GLENMORE PARK 2745,20260115,1150000,400.4,R2
4 LAMMING PL ST MARYS 2760,20260115,1288888,625.0,R2
41 NEPEAN AVE PENRITH 2750,20260115,2300000,954.8,R2
13 NEPEAN AVE PENRITH 2750,20260114,2700000,1706.9,R2
3 MILNE AVE KINGSWOOD 2747,20260112,960000,651.3,R2
21 PARKIN RD COLYTON 2760,20260115,990000,600.7,R2
28 TREETOPS AVE SOUTH PENRITH 2750,20260112,1160000,762.33,R2
35 SOLANDER DR ST CLAIR 2759,20260112,1160000,627.7,R2
13 SOLING CRES CRANEBROOK 2749,20260115,1073000,561.0,R2
9 SALERNO CL EMU HEIGHTS 2750,20260115,1180000,627.5,R2
5 ULPHA PL CRANEBROOK 2749,20260115,1200000,848.0,R2
16 MOSELY AVE SOUTH PENRITH 2750,20260113,1100000,652.2,R2
35 SANDPIPER CRES CLAREMONT MEADOWS 2747,20260115,1040000,494.9,R2
10 UTAH PL ERSKINE PARK 2759,20260112,1370000,632.1,R2
23 LINCOLN DR CAMBRIDGE PARK 2747,20260112,1165000,695.6,R2
162 RICHMOND RD CAMBRIDGE PARK 2747,20260109,1170000,663.9,R2
14 SEMAAN ST WERRINGTON 2747,20260115,1370000,701.7,R2
11 MASSA PL CLAREMONT MEADOWS 2747,20260115,1415000,747.9,R2
3 SETTLERS GLEN WERRINGTON DOWNS 2747,20260112,1250000,768.0,R2
27 THOMAS ST ST MARYS 2760,20260112,1300000,891.4,R2
9 THOMPSON AVE ST MARYS 2760,20260114,1130000,480.6,R3
23 WOLLABI CRES GLENMORE PARK 2745,20260109,1375000,783.0,R2
200 SUNFLOWER DR CLAREMONT MEADOWS 2747,20260112,1251000,643.8,R2
13 MYNAH CL ST CLAIR 2759,20260114,1378000,686.0,R2
15 SILKWOOD AVE CLAREMONT MEADOWS 2747,20260115,1430071,550.1,R2
153 CADDA RIDGE DR CADDENS 2747,20260115,1350000,374.7,R1
82 LORD SHEFFIELD CCT PENRITH 2750,20260114,1125000,206.3,R1
13 GANNET DR CRANEBROOK 2749,20260115,1100000,461.4,R1
32 EMPIRE CCT PENRITH 2750,20260114,1180000,300.0,R1
19 THORNTON DR PENRITH 2750,20260114,1051000,184.1,R1
40 ROY CRES THIRLMERE 2572,20260115,1015000,450.3,R2
63 ROY CRES THIRLMERE 2572,20260109,1000000,450.3,R2
8 FIRST ST WARRAGAMBA 2752,20260115,995000,581.7,R2
158 MENANGLE ST PICTON 2571,20260112,890000,695.6,R2
45 WESTBOURNE AVE THIRLMERE 2572,20260114,905000,976.5,R2
9 BERRY AVE MENANGLE 2568,20260115,1400000,456.6,R2
43 LUMSDAINE ST PICTON 2571,20260115,1290000,1720.0,R2
6 ETHEL CL WILTON 2571,20260115,1150000,401.2,R2
19 ALBATROSS BEND WILTON 2571,20260109,1170000,450.0,R2
21 COOPER DR OAKDALE 2570,20260115,1100000,455.0,R2
28 GREEN HILLS DR SILVERDALE 2752,20260114,3500000,4000.0,R5
14 NYMAGEE ST NYNGAN 2825,20260113,215000,935.8,R1
501 CUMMINS ST BROKEN HILL 2880,20260112,280000,973.8,R1
396 CUMMINS ST BROKEN HILL 2880,20260115,890000,2023.0,R1
456 THOMAS ST BROKEN HILL 2880,20260115,475000,2017.1,R1
